ភូមិ​^កស្វាយ	@រហាត់ទឹក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Ka Svay	@Rohat Tuek	@Mangkul Bourei	@Banteay Meanchey	@01020812
ភូមិ​^ចកកើត	@រហាត់ទឹក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Chak Kaeut	@Rohat Tuek	@Mangkul Bourei	@Banteay Meanchey	@01020813
ភូមិ​^អញ្ចាញ	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Anhchanh	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020901
ភូមិ​^នាងកេត	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Neang Ket	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020902
ភូមិ​^ព្រែករពៅ	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Praek Ropov	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020903
ភូមិ​^សាលាដែង	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Sala Daeng	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020904
ភូមិ​^សំរោង	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Samraong	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020905
ភូមិ​^អន្លង់មានទ្រព្យ	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Anlung Mean Trop	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020906
ភូមិ​^ចំការតាដោក	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Chamkar Ta Daok	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020907
ភូមិ​^ប្រទ្បាយហ្លួងក្រោម	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Pralay Luong Kraom	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020908
ភូមិ​^ហ្លួង	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Luong	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020909
ភូមិ​^អូរតាគល់	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Ou Ta Kol	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020910
ភូមិ​^ប្រទ្បាយហ្លួងលើ	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Pralay Luong Leu	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020911
ភូមិ​^គោកស្វាយ	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Kouk Svay	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020912
ភូមិ​^អូរតាម៉ា	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Ou Ta Ma	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020913
ភូមិ​^កោះកែវ	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Kaoh Kaev	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020914
ភូមិ​^ផាស៊ីស្រា	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Phasi Sra	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020915
ភូមិ​^ឫស្សីក្រោក	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Ruessei Kraok	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020916
ភូមិ​^ជំទាវ	@ឫស្សីក្រោក	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Chumteav	@Ruessei Kraok	@Mangkul Bourei	@Banteay Meanchey	@01020917
ភូមិ​^ឆ្នើមមាស	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Chhnaeum Meas	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021001
ភូមិ​^ស្រណាល	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Sranal	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021002
ភូមិ​^ឡ	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@La	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021003
ភូមិ​^តាមែងពក	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Ta Meaeng Pok	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021004
ភូមិ​^សំបួរ	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Sambuor	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021005
ភូមិ​^ដូនឡឹក	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Doun Loek	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021006
ភូមិ​^ក្បាលក្របី	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Kbal Krabei	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021007
ភូមិ​^ស្រះឈូក	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Srah Chhuk	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021008
ភូមិ​^ស្រែព្រៃ	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Srae Prey	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021009
ភូមិ​^ចែកអង្ករ	@សំបួរ	@មង្គលបូរី	@បន្ទាយមានជ័យ	@Chaek Angkar	@Sambuor	@Mangkul Bourei	@Banteay Meanchey	@01021010
