ຂັດແຄ້ນ	[kʰát kʰɛ̂ːn]	<ul><li>to be indignant [with]</li></ul>
ຂັດຄໍ	[kʰátkʰɔ́ː]	<ul><li>to object, to contradict/to thwart</li></ul>
ຂັດເຄືອງ	[kʰátkʰɨ́aŋ]	<ul><li>to be sad, to grieve</li></ul>
ຂັດຄຳສັ່ງ	[kʰát kʰám sāŋ]	<ul><li>not to obey an order</li></ul>
ຂັດຄວາມ	[kʰát kʰwáːm]	<ul><li>to disobey, to be insubordinate; to contradict/to thwart</li></ul>
ຂັດໃຈ	[kʰátcài]	<ul><li>to insult, to take offense, to offend, to feel hurt</li></ul>
ຂັດສະໝາດ	[kʰátsámȁːt]	<ul><li>(to sit) with one's legs crossed, (to sit) in the Turkish manner</li></ul>
ຂັດສົນ	[kʰát sǒn]	<ul><li>to experience need, to experience a shortage</li></ul>
ຂັດແຍ່ງ	[kʰát ɲɛ̄ːŋ]	<ul><li>to contradict</li></ul>
ຂັດຍອກ	[kʰát ɲɔ̂ːk]	<ul><li>to stretch/to strain ligaments, to stretch/to strain muscles</li></ul>
ຂັດຕາ	[kʰáttàː]	<ul><li>to have an unpleasant effect on the eyes, to have an irritating effect on the eyes</li></ul>
ຂັດແຕະ	[kʰát tɛ́ʔ]	<ul><li>to weave out of bamboo strips</li></ul>
ຂັດທ່າ	[kʰát tʰāː]	<ul><li>to interrupt</li></ul>
ຂັດທ້າຍ	[kʰáttʰâːy]	<ul><li>to steer with a stern oar/paddle<br>	</li><li>to support, to patronize<br>	</li><li><p-n>colloquial</p-n>  to be backward/to lag behind, to trail along at the back</li></ul>
ຂັດບົດ	[kʰát bót]	<ul><li>to interrupt</li></ul>
ຂັດເບົາ	[kʰát bàu]	<ul><li>to suffer retention of urine</li></ul>
ຂັດເລືອດ	[kʰátlɨ̂at]	<ul><li>to stop a hemorrhage/bleeding</li></ul>
ຂັດຫູ	[kʰát hǔː]	<ul><li>to have an irritating effect (about noise, the sound of music, etc.)</li></ul>
ຂັດໜັກ	[kʰát nák]	<ul><li>to suffer from constipation</li></ul>
ຂັດ	[kʰát]	<ul><li>I<br>	</li><li>to fasten (to the belt)/to attach (to the belt); to thrust in (behind the belt)<br>	</li><li>to button up; to fasten<br>	</li><li>to hinder/to hamper/to impede; to prevent [from]<br>	</li><li>to stick (in a pipe, in an aperture/opening/orifice)<br>	</li><li>to become obstructed (about a pipe), about an aperture/opening/orifice)<br>	</li><li>to jam/to become jammed, to stall (e.g. about a motor)<br>	</li><li>to act in defiance [of], to resist/to stand up [against]<br>	</li><li>to go against (something)/to oppose (something), to contradict (something)/to run counter (to something)/to be at variance (with something)<br>	</li><li>to braid/to plait/to weave crisscross, to interlace/to interknit crisscross</li></ul>
ຂັດສີ	[kʰát sǐː]	<ul><li>to shine to a luster</li></ul>
ຂັດຖູ	[kʰát tʰǔː]	<ul><li>to clean, to scrape; to rub/to polish</li></ul>
ຂັດ	[kʰát]	<ul><li>to clean, to shine; to polish<br><p-e>Thai</p-e></li></ul>
ຂັດຈ້ອນ	[kʰát cɔ̂ːn]	<ul><li>(see)ຂັດເລືອກ</li></ul>
ຂັດເລືອກ	[kʰát lɨ̂ak]	<ul><li>to choose/to select, to pick out</li></ul>
ຂັດເອົາ	[kʰát ʔàu]	<ul><li>to take away by force</li></ul>
ຂັດ	[kʰát]	<ul><li>to choose/to select, to pick out<br>	</li><li>to copy out/to extract, to copy; to make extracts/excerpts</li></ul>
ຂັດເຄົ້າ	[kʰátkʰâu]	<ul><li><p-n>botany</p-n>  randia (Randia fasciculata, Randia longiflora, Randia stenantha)</li></ul>
ຂັດຕິຍະ	[kʰáttíɲā]	<ul><li><p-n>literary</p-n>  king, monarch; ruler<br><p-e>Pali</p-e></li></ul>
ຂັດມອນ	[kʰátmɔ́ːn]	<ul><li><p-n>botany</p-n>  sida, abutilon (Sida corylifloria)</li></ul>
ຂັນກາບ	[kʰǎnkȁːp]	<ul><li>vase (with edges in the form of lotus petals)</li></ul>
ຂັນແກ້ວ	[kʰǎnkɛ̂ːu]	<ul><li>vase (of glass)</li></ul>
ຂັນສະຫລາ	[kʰǎnsálǎː]	<ul><li>(see)ຂັນໝາກ</li></ul>
ຂັນແປດ	[kʰǎnpɛ̏ːt]	<ul><li>vase (for eight pairs of flowers and aromatic sticks)</li></ul>
ຂັນຫ້າ	[kʰǎnhȁː]	<ul><li>vase (for five pairs of flowers and aromatic sticks)</li></ul>
ຂັນໝາກ	[kʰǎnmȁːk]	<ul><li>tray with betel (usually serves as a wedding gift from the groom to the bride's parents)</li></ul>
ຂັນ	[kʰǎn]	<ul><li>cup/bowl, vase (of metal, usually on a base)	</li><li>to crow<br>	</li><li>to [cry] cuckoo</li></ul>
ຂັນສູ້	[kʰǎn sȕː]	<ul><li>to challenge</li></ul>
ຂັນຕໍ່	[kʰǎn tɔ̄ː]	<ul><li>to lay a bet, to bet</li></ul>
ຂັນ	[kʰǎn]	<ul><li>to volunteer (to do something), to offer one's services</li></ul>
ຂັນກາບ	[kʰǎnkȁːp]	<ul><li><p-n>noun</p-n>  windlass; winch; capstan<br>	</li><li><p-n>verb</p-n>  to wind on a windlass (etc.)</li></ul>
ຂັນກຽວ	[kʰǎn kìau]	<ul><li>to turn tightly; to tighten</li></ul>
ຂັນແຂງ	[kʰǎn kʰɛ̌ːŋ]	<ul><li>energetic, active</li></ul>
ຂັນສະໝໍ	[kʰǎn sámɔ̌ː]	<ul><li>to lift anchor</li></ul>
ຂັນ	[kʰǎn]	<ul><li>to tighten, to tie up<br>	</li><li>to wind/to wind round, to turn</li></ul>
ຂັນຫ້າ	[kʰǎnhȁː]	<ul><li><p-n>Buddhist</p-n>  the five elements of existence (bodily form, sensation, perception, judiciousness, thinking)<br><p-e>Pali</p-e></li></ul>
ຂັນ	[kʰǎn]	<ul><li><p-n>Buddhist</p-n>  one of the five elements of existence<br><p-e>Pali</p-e></li></ul>
ຂັນຄ່າຄໍ	[kʰǎn kʰāː kʰɔ́ː]	<ul><li>full fine/full penalty (from 200 to 1600 silver bars depending on the culprit's standing in society)</li></ul>
ຂັນສົມມາ	[kʰǎn sǒm máː]	<ul><li>light fine/light penalty</li></ul>
ຂັນ	[kʰǎn]	<ul><li><p-n>obsolete</p-n>  fine/penalty (mainly for violation of marital fidelity)	</li><li><p-n>obsolete</p-n>  khan (silver bar weighing about 375 grams; served as a monetary unit)	</li><li><p-n>rare</p-n>  whirlpool</li></ul>
ຂັ້ນກັນ	[kʰȁn kàn]	<ul><li>to be partitioned off, to be separated from one another</li></ul>
ຂັ້ນຝາ	[kʰȁn fǎː]	<ul><li>to divide with partitions</li></ul>
ຂັ້ນຫ້ອງ	[kʰȁn hɔ̏ːŋ]	<ul><li>to partition a room</li></ul>
ຂັ້ນ	[kʰȁn]	<ul><li>to partition off, to divide with partitions</li></ul>
ກອງປະຊຸມຂັ້ນສຸດຍອດ	[kɔ̀ːŋ pásúm kʰȁn sút ɲɔ̂ːt]	<ul><li>summit conference, summit meeting</li></ul>
ຂັ້ນກາງ	[kʰȁn kàːŋ]	<ul><li>intermediate period, intermediate stage</li></ul>
ຂັ້ນສຸດທ້າຍ	[kʰȁn sút tʰâːy]	<ul><li>concluding period, final stage, concluding/final phase</li></ul>
ຂັ້ນເດັດຂາດ	[kʰȁn détkʰȁːt]	<ul><li>decisive stage/deciding stage</li></ul>
ຂັ້ນໄດ	[kʰȁndài]	<ul><li>stairs/staircase/ladder</li></ul>
ຂັ້ນໄດໄຟຟ້າ	[kʰȁndài fáifâː]	<ul><li>escalator<br>	</li><li>lift/elevator</li></ul>
ຂັ້ນໄດເລື່ອນ	[kʰȁndài lɨ̄an]	<ul><li>escalator</li></ul>
ຂັ້ນຕົ້ນ	[kʰȁn tôn]	<ul><li>beginning period, beginning stage, initial phase, beginning/initial level</li></ul>
ຂັ້ນທົດລອງ	[kʰȁn tʰōt lɔ́ːŋ]	<ul><li>test period/trial period, experimental period</li></ul>
ຂັ້ນອັນຕະລາຍ	[kʰȁn ʔàntáláːy]	<ul><li>dangerous (critical) period, dangerous (critical) moment</li></ul>
ໄຊຊະນະຂັ້ນສຸດທ້າຍ	[sáisānā kʰȁn sút tʰâːy]	<ul><li>final victory</li></ul>
ຂັ້ນ	[kʰȁn]	<ul><li>phase, stage, period<br>	</li><li>degree/extent, level<br>	</li><li>step (of a stairway)/rung (of a ladder)<br>	</li><li><p-n>nautical</p-n>  [sand] bank/shoal</li></ul>
ຂັນທະລົດ	[kʰǎn tʰā lōt]	<ul><li><p-n>botany</p-n>  spiny/thorny annona (Anona muricata) [tree]<br>	</li><li>reticulate annona (Anona reticulata) [tree]</li></ul>
ຂັບລຳ	[kʰáp lám]	<ul><li>to sing, to perform a song; to recite to music/to give a reading accompanied by music</li></ul>
ຂັບຮ້ອງ	[kʰáp hɔ̂ːŋ]	<ul><li>to sing</li></ul>
ຂັບຮ້ອງໃສ່ແຄນ	[kʰáp hɔ̂ːŋ sāi kʰɛ́ːn]	<ul><li>to sing to the accompaniment of a khaen (seeແຄນ<br>I)</li></ul>
ຂັບ	[kʰáp]	<ul><li>to sing, to perform (a song)</li></ul>
ຂັບຂີ່	[kʰáp kʰīː]	<ul><li>to drive (an automobile, etc.)</li></ul>
ຂັບຂ້ຽວ	[kʰáp kʰȉau]	<ul><li>to get into a fight, to grapple/to come to blows<br>	</li><li>to exert oneself, to gather all one's strength</li></ul>
ຂັບຂ້ຽວຕໍ່ສູ້	[kʰáp kʰȉau tɔ̄ːsȕː]	<ul><li>to wage an intense struggle</li></ul>
ຂັບຍົນ	[kʰáp ɲón]	<ul><li>to pilot an airplane</li></ul>
ຂັບເຕີມ	[kʰáptə̀ːm]	<ul><li>to follow a custom</li></ul>
ຂັບທັນ	[kʰáp tʰán]	<ul><li>to catch up [with]/to overtake</li></ul>
ຂັບໄລ່	[kʰáp lāi]	<ul><li>to drive out/to expel/to ban/to banish/to exile</li></ul>
ຂັບເຮືອ	[kʰáp hɨ́a]	<ul><li>to steer a ship</li></ul>
ຄົນຂັບ	[kʰón kʰáp]	<ul><li>chauffeur, driver</li></ul>
ຂັບ	[kʰáp]	<ul><li>to force out/to eject; to drive out/to expel/to ban/to banish/to exile<br>	</li><li>to drive/to steer/to pilot, to operate/to run (an automobile, airplane, etc.)<br><p-e>Pali</p-e></li></ul>
ຂັບຂັນ	[kʰáp kʰǎn]	<ul><li>strained/tense/strenuous, critical</li></ul>
ຂາກະເຍັຽ	[kʰǎː ká ɲéː ]	<ul><li>shelving (for storing books written on palm leaves)</li></ul>
ຂາກັບ	[kʰǎː káp]	<ul><li>return journey/way back, return road/road back<br>	</li><li>arrival</li></ul>
ຂາກົບ	[kʰǎːkóp]	<ul><li>"frog's leg" (type of paper snake)</li></ul>
ຂາແຂງ	[kʰǎː kʰɛ̌ːŋ]	<ul><li>leader/foremost person; shock worker; outstanding person/worker</li></ul>
ຂາເຂັ່ຽ	[kʰǎː kʰěː ]	<ul><li>stretcher (for carrying bamboo on one's back)</li></ul>
ຂາເຂົ້າ	[kʰǎː kʰȁu]	<ul><li>arrival, coming; entrance/entering</li></ul>
ຂາໄຂວ່	[kʰǎː kʰwāi]	<ul><li>support/pedestal; tripod</li></ul>
ຂາເຄ	[kʰǎːkʰéː]	<ul><li>lame, limping</li></ul>
ຂາແຄ່ງ	[kʰǎː kʰɛ̄ːŋ]	<ul><li>shin/shank</li></ul>
ຂາຈັ້ງ	[kʰǎː câŋ]	<ul><li>pedestal/support</li></ul>
ຂາດຸ່ງ	[kʰǎːdūŋ]	<ul><li>tripod (for a camera, etc.)</li></ul>
ຂາຕັ້ງ	[kʰǎː tâŋ]	<ul><li>pedestal/support</li></ul>
ຂາຕູ່ນ	[kʰǎː tūːn]	<ul><li>thigh</li></ul>
ຂາໂຕ້	[kʰǎːtôː]	<ul><li>thigh<br>	</li><li>ham</li></ul>
ຂານັກເລງ	[kʰǎː nākléːŋ]	<ul><li>accomplice of a gang</li></ul>
ຂານົກຍາງ	[kʰǎːnōkɲáːŋ]	<ul><li>stocks; shackles/fetters</li></ul>
ຂາປະຈຳ	[kʰǎː pácàm]	<ul><li>regular participant, habitue</li></ul>
ຂາປະຊຸມ	[kʰǎːpásúm]	<ul><li>participant in a meeting (in a conference, etc.)</li></ul>
ຂາປັ້ນ	[kʰǎː pân]	<ul><li>to get a cramp in the leg</li></ul>
ຂາໄປ	[kʰǎː pài]	<ul><li>the way there/outbound journey<br>	</li><li>departure</li></ul>
ຂາມາ	[kʰǎː máː]	<ul><li>arrival; coming</li></ul>
ຂາຢັ່ງ	[kʰǎːyāŋ]	<ul><li>(see)ຂາດຸ່ງ</li></ul>
ຂາລາຍ	[kʰǎːláːy]	<ul><li>tattoo on the leg<br>	</li><li><p-n>figurative</p-n>  [country] bumpkin</li></ul>
