hujah I	<p-n>A</p-n> slander, calumny, defamation, blasphemy. <br><p-l>menghujah </p-l>to slander, calumniate, defame, blaspheme. <br><p-l>penghujah </p-l>~ <i>Allah</i> blasphemer.<br><p-l>penghujahan </p-l>~ <i>Allah</i> blasphemy.
hujah II	(<i>A</i> <i>mostly</i> <i>Mal</i>) evidence, argumentation. –<i>ulbalig</i><p-n>at</p-n> (evidence of ) adulthood.<br><p-l>berhujah </p-l>to argue.
hujan I	 <br><p-l>1 </p-l>rain. <i>Kita</i> <i>akan</i> <i>keluar</i> <i>bila</i> – <i>berhenti</i>. We’ll leave the house when the rain stops. <i>curah</i> – rainfall. <i>daérah</i> <i>penangkap</i> – catchment area. <i>musim</i> – rainy season. <br><p-l>2 </p-l>to rain. – <i>sudah</i> <i>agak</i> <i>menipis</i> it has almost stopped raining. <i>tidak</i> – <i>tak</i> <i>angin</i> and <i>kagak</i> – <i>kagak</i> <i>angin</i> <p-n>coq</p-n> out of the clear blue sky. – <i>salju</i> (to) snow. <br><p-l>3 </p-l>shower (of s.t.), in abundance/large quantities. – <i>peluru</i> a shower/rain of bullets. <i>tiba</i>-<i>tiba</i> <i>turun</i> – to rain cats and dogs.\n– <i>emas</i> <i>di</i> <i>negeri</i> <i>orang</i> – <i>batu</i> <i>di</i> <i>negeri</i> <i>sendiri</i>, <i>baiknya</i> <i>di</i> <i>negeri</i> <i>sendiri</i> there’s no place like home; east or west, home is best. <i>sedia</i> <i>payung</i> <i>sebelum</i> – prevention is better than cure. – <i>berba</i>- <i>lik</i> <i>ke</i> <i>langit</i> and <i>terbalik</i> – <i>ke</i> <i>langit</i> <p-n>infr</p-n> the world upside down. <i>bagai</i> – <i>jatuh</i> <i>ke</i> <i>pasir</i> it is like pouring water into a sieve. <i>ada</i> – <i>ada</i> <i>panas</i>, <i>ada</i> <i>hari</i> <i>boléh</i> <i>balas</i> there’s always an oppor- tunity to take revenge (or, to return a favor). <i>mengharap</i> – <i>dari</i> <i>langit</i>, <i>tapi</i> <i>air</i> <i>di</i> <i>tempayan</i> <i>dibuang</i> count one’s chickens before they are hatched. – <i>abu</i> ash rain. – <i>angin</i> rain and wind, gust of\nrain. <bi>menghujananginkan</bi> to expose to the weather. – <i>asam</i>\nacid rain. – <i>awal</i> first rain of the rainy season. – <i>badai</i> rainstorm.\n– <i>batu</i>/<i>beku</i> hail. – <i>belérang</i> rain of sulfur (from volcano). – <i>buatan</i> artificial rain. – <i>bungsu</i> last rain(s) of the rainy season. – <i>buntut</i> steady drizzle. – <i>debu</i> dust storm. – <i>deras</i> downpour.\n– <i>emas</i> laburnum. – <i>és</i> hail, sleet. – <i>gerimis</i> a) drizzle. b) <p-n>coq</p-n> to drizzle. – <i>kerikil</i> hail. – <i>lalu</i> passing rain. – <i>lebat</i> downpour. <i>Tiba</i>- <i>tiba</i> <i>turun</i> – <i>lebat</i> <i>sekali</i>. All of a sudden it poured. – <i>lesak</i> heavy rain that goes on for a long time. – <i>manik</i> fine rain. – <i>merata</i> steady rain. – <i>panas</i> rain with sunshine, sun shower. <bi>menghu</bi>- <bi>janpanaskan</bi> to expose to all sorts of weather. – <i>peluru</i> hail of bullets. – <i>rambun</i> hail. – <i>renik</i>-<i>renik</i>/<i>renyai</i>/<i>rintik</i>-<i>rintik</i> drizzle.\n– <i>turun</i> <i>rintik</i>-<i>rintik</i>. It drizzled. – <i>salju</i> snowfall. – <i>singkat</i> <i>tak</i> <i>merata</i> brief scattered showers. – <i>sulung</i> first rain of the rainy season. – <i>tropis</i> tropical/ torrential rains.<br><p-l>sehujan </p-l>having the same (amount of ) rainfall.<br><p-l>berhujan </p-l>rainy. <i>hari</i> ~ a rainy day. <i>di</i> <i>suatu</i> <i>siang</i> ~ on a rainy af- ternoon. <i>pada</i> <i>suatu</i> <i>malam</i> ~ on a rainy evening. ~ <i>berpanas</i> in rain or shine. <i>Meréka</i> ~ <i>harus</i> <i>mengantar</i> <i>surat</i>-<i>surat</i>. They have to deliver the mail in rain or shine.<br><p-l>berhujan-<b>hujan</b> </p-l>to walk/play in the rain on purpose. “<i>Kukira</i> <i>tak</i> <i>lama</i> <i>lagi</i> – <i>akan</i> <i>reda</i>, <i>mas</i>,” <i>jawab</i> <i>Nining</i>. “<i>Aku</i> <i>tak</i> <i>dapat</i> ~. <i>Badanku</i> <i>mudah</i> <i>terserang</i> <i>penyakit</i>. “I guess that the rain will slow down soon,” answered Nining. “I can’t play in the rain. I easily become ill.”<br><p-l>menghujan </p-l>rain down, come down in buckets like rain. <i>Peluru</i> <i>pun</i> ~ <i>datangnya</i>. Even bullets rained down.<br><p-l>menghujani</p-l> <br><p-l>1 </p-l>to rain on, pour down heavily on. <br><p-l>2 </p-l>to bombard, at- tack constantly (with). <i>dihujani</i> <i>bacokan</i> <i>golok</i> to be showered with machete-cuts. <i>dihujani</i> <i>pertanyaan</i> to be bombarded with questions. <i>dihujani</i> <i>dengan</i> <i>bom</i> to be showered with bombs.<br><p-l>menghujankan</p-l> <br><p-l>1 </p-l>to expose to the rain, drench in the rain. <i>Dia</i> ~ <i>papan</i>-<i>papan</i> <i>itu</i> <i>selama</i> <i>beberapa</i> <i>hari</i>. He exposed the boards/ planks for some days to the rain. <br><p-l>2 </p-l>to bomb, shell. <i>Pasukan</i> <i>Viét</i>- <i>nam</i> <i>telah</i> ~ <i>bom</i> <i>ke</i> <i>atas</i> <i>kota</i> <i>itu</i>. Vietnamese troops shelled that town.<br><p-l>memperhujankan </p-l>to let s.t. be rained on, expose to the weather.\n~ <i>garamnya</i> to ignore one’s own relatives.<br><p-l>hujan-<b>hujanan</b></p-l> → BERHUJAN-HUJAN.<br><p-l>kehujanan </p-l>caught in the rain. <i>hari</i> ~ day of rain; rainy/wet weather.<br><p-l>penghujan </p-l>rainy. <i>hari</i> ~ a rainy day. <i>musim</i> ~ rainy season.<br><p-l>penghujanan </p-l>bombardment, rain. ~ <i>bom</i> <i>atas</i> <i>populasi</i>-<i>populasi</i> <i>yang</i> <i>tidak</i> <i>mempunyai</i> <i>pertahanan</i> a rain of bombs on defense- less populations.
hujan II	– <i>emas</i> k.o. plant, yellow bells, yellow trumpet flower,\n<i>Tecoma</i> <i>stans</i>.<br><p-l>hujan-<b>hujan</b> </p-l><i>burung</i> – black and red broadbill, <i>Cymbirhynchus</i> <i>macrorhyncus</i> and dusky broadbill, <i>Corydon</i> <i>sumatranus</i>.
hujat	 → HUJAH I.
hujjaj	(<i>A</i> <i>pl</i> of <i>haji</i>) <i>Jamiyatul</i> – <i>Indonésia</i> Indonesian Hajis Asso- ciation.
hujung	 → UJUNG I.
Hujurat	<p-n>A</p-n> <i>al</i>– “Apartments”; name of the 49th chapter of the Koran.
huk ... huk...	<p-n>onom</p-n> coughing sound. <i>Baru</i> <i>dihisapnya</i> <i>rokok</i> <i>itu</i> <i>beberapa</i> <i>kali</i>, <i>dia</i> <i>batuk</i> ~ He had just taken some puffs on the cigarette when he coughed and coughed.
huk I	<p-n>D</p-n> (in boxing) hook. – <i>kiri</i> left hook.
huk II	<p-n>D</p-n> corner (of room).
hukah	 → HOKAH.
hukama	<p-n>A</p-n> jurists ( <i>pl</i> of \n<b>hakim</b>).
hukmi	<p-n>A</p-n> legal.
huknah	<p-n>A</p-n> clysm.
hukum I	<p-n>A</p-n> <br><p-l>1 </p-l>right, law; legal, judicial. <i>badan</i> – legal entity. <i>bantuan</i>\n– legal aid/assistance. <i>batal</i> <i>menurut</i> – legally null and void. <i>ilmu</i>\n– jurisprudence. <i>demi</i>/<i>karena</i> – by law. <i>ketidakpastian</i> – legal un- certainty. <i>menurut</i> – lawful, rightful, legitimate. <i>mewakili</i> <i>di</i> <i>dalam</i> <i>dan</i> <i>di</i> <i>luar</i> – (in notarial instruments) to represent in legal and other proceedings (or, in and out of Court). <i>minta</i> – <i>kepada</i>\n– \nto seek justice from. <i>negara</i> – constitutional state. <i>négosiasi</i> <i>ker</i>- <i>inganan</i> – plea bargain. <i>pendapat</i> – legal opinion. <i>penegak</i> – law enforcer. <i>perbuatan</i> <i>melawan</i> – illegal act. <i>perkosaan</i> – violation of the law. <i>dari</i> <i>segi</i> – from a legal standpoint. <i>secara</i> – judicially. <i>tata</i> – legal structure. <i>urusan</i> – legal affairs. <br><p-l>2 </p-l>verdict, sentence, judgment. <br><p-l>3 </p-l>commandment. – <i>acara</i> law of procedure. – <i>acara</i> <i>perdata</i> law of civil procedure. – <i>acara</i> <i>pidana</i> law of criminal procedure. – <i>acara</i> <i>sipil</i> law of civil procedure. – <i>adat</i> custom- ary/<i>adat</i> law. – <i>administrasi</i> administrative law. – <i>agama</i> reli- gious law. – <i>agraria</i> agrarian law. – <i>alam</i> natural law. – <i>Allah</i> divine law, God’s justice/decree (<i>esp</i> of death). – <i>antarbangsa</i> law of nations, jus gentium. – <i>antargolongan</i> [HAG] intergroup law. – <i>antara</i> <i>negara</i> international law. – <i>antar</i> <i>tata</i> <i>hukum</i> [HATAH] conflict of laws. – <i>asasi</i> basic law. – <i>bangsa</i>-<i>bangsa</i> international law. – <i>bangunan</i> building law. – <i>benda</i> property law. – <i>besi</i> <i>oligarki</i> iron law of oligarchy. – <i>bukti</i> law of evidence.\n– <i>bunuh</i> death penalty. – <i>bunyi</i> <p-n>ling</p-n> sound law. – <i>dagang</i> com- mercial/mercantile law. – <i>darurat</i> emergency powers. – <i>disiplin</i> disciplinary law, code of conduct (for a profession). – <i>éksékusi</i> right to levy execution. – <i>fiskal</i> tax law. – <i>gantung</i> (<i>sampai</i> <i>mati</i>) death by hanging. – <i>geréja</i> canon law. – <i>geréja</i> <i>Katolik</i> Catholic canon law. – <i>hutan</i> <i>rimba</i> law of the jungle. – <i>internasional</i> [HI] international law. – <i>Islam</i> Islamic law. – <i>kanonik</i>/<i>kanun</i> canon law. – <i>kebendaan</i> law of property. – <i>kebiasaan</i> unwritten/cus- tomary law. – <i>kekayaan</i> property law. – <i>kekeluargaan</i> family law. – <i>kelambatan</i> law of inertia. – <i>keluarga</i> family law. – <i>kerakal</i> hard labor (as punishment, crushing stones). – <i>kerja</i> labor law. – <i>ketenagakerjaan</i> labor law. – <i>keuangan</i> monetary law. – <i>kewari</i>- <i>san</i> law of inheritance. – <i>kisas</i> capital punishment (in retaliation).\n– <i>kodrat</i> natural law. – <i>kuasa</i> <i>ibu</i>-<i>bapak</i> parental rights. – <i>laut</i> maritime law, law of the sea. – <i>lingkungan</i> environmental law. – <i>madi</i> material law. – <i>maritim</i> maritime law. – <i>mati</i> death pen- alty. – <i>niaga</i> commercial/mercantile law. – <i>pailit</i> bankruptcy law. – <i>pajak</i> tax law. – <i>pasung</i> sentence to the stocks. – <i>pelengkap</i> supplementary law. – <i>pembuktian</i> law of evidence. – <i>pendamping</i> supplementary law (<i>adat</i> and <i>syariat</i> law) – <i>pengikatan</i> law of obligations. – <i>penjara</i> sentence to imprisonment. – <i>peralihan</i> transitional law. – <i>perang</i> laws of war. – <i>perburuhan</i> labor law. – <i>perdata</i> civil law. – <i>perdata</i> <i>internasional</i> [HPI] international civil law. – <i>perikatan</i> law of obligations, contract law. – <i>perka</i>- <i>winan</i> marriage/matrimonial law. – <i>perselisihan</i> law of conflict. – <i>perséroan</i> corporate law. – <i>perutangan</i> law of obligations. – <i>pidana</i> criminal law. – <i>positif</i> positive law (not <i>adat</i> or <i>syariat</i> law). – <i>privat</i> private law. – <i>publik</i> public law. – <i>rimba</i> law of the jungle.\n– <i>Romawi</i> Roman law. – <i>sipil</i> civil law. – <i>syara</i>/ <i>syariat</i> (Muslim) canon law. – <i>taklik</i> suspended sentence. – <i>tak</i> <i>tertulis</i> unwritten/ common/consuetudinary law, lex non scripta. – <i>tantra</i> adminis- trative law; t SWATANTRA. – <i>tatalingkungan</i> environmental law.\n– <i>tatanegara</i> constitutional law. – <i>tata</i> <i>pemerintahan</i> administra- tive law. – <i>tata</i> <i>usaha</i> <i>negara</i> administrative law. – <i>tuntutan</i> law of procedure. – <i>umum</i> general law. – <i>warganegara</i> citizenship law. – <i>waris</i><p-n>an</p-n> law of inheritance/succession. – <i>yang</i> <i>sepuluh</i> the Ten Commandments (in the Bible).<br><p-l>berhukum</p-l> <br><p-l>1 </p-l>to make use of the law. <i>pergi</i> ~ <i>kepada</i> to seek jus- tice from. <br><p-l>2 </p-l><p-n>ob</p-n> to litigate.<br><p-l>menghukum</p-l> <br><p-l>1 </p-l>to sentence, condemn. ~ <i>denda</i> to fine. ~ <i>gantung</i> to sentence to death by hanging. <i>Pengédar</i> <i>obat</i> <i>bius</i> <i>itu</i> <i>telah</i> <i>di</i>- <i>hukum</i> <i>gantung</i>. The drug trafficker was sentenced to death by hanging. <i>Hampir</i> <i>seluruh</i> <i>dunia</i> ~ <i>dasar</i> <i>perbédaan</i> <i>warna</i> <i>kulit</i> <i>Afrika</i> <i>Selatan</i>. Almost the entire world condemns South Afri- ca’s apartheid policy. <i>dihukum</i> to be in jail. <i>dihukum</i> <i>berat</i> con- victed of a felony. <br><p-l>2 </p-l>to punish, penalize. <i>Sejumlah</i> <i>anggota</i> <i>Polri</i> <i>di</i> <i>Tanjunglinang</i> <i>dihukum</i> <i>disiplin</i> <i>di</i> <i>muka</i> <i>umum</i>. Disciplinary punishment was carried out in public against a number of police officers. <br><p-l>3 </p-l>to order (of a court) (s.o. to do s.t.).<br><p-l>menghukumi </p-l>to pass judgment (on).<br><p-l>menghukumkan </p-l>to make … into a law, enact.<br><p-l>terhukum</p-l> <br><p-l>1 </p-l>sentenced, condemned, punished. <i>Saya</i> <i>merasa</i> <i>se</i>- <i>bagai</i> ~ <i>karena</i> <i>terpaksa</i> <i>menghentikan</i> <i>merokok</i>. I felt as if I was being punished because I was forced to stop smoking. <br><p-l>2 </p-l>convict(ed person). ~ <i>itu</i> <i>ditahan</i> <i>di</i> <i>Rutan</i> <i>Salémba</i>. The con- vict was detained in the Salemba Correctional Facility.<br><p-l>hukuman</p-l> <br><p-l>1 </p-l>punishment, sentence, condemnation. <i>kena</i> ~ (in sports) to be disqualified. <i>sebagai</i> ~ as punishment. ~ <i>badan</i> corporal punishment. ~ <i>bersyarat</i> suspended sentence. ~ <i>buang</i> expulsion. <i>Dia</i> <i>juga</i> <i>dijatuhi</i> ~ <i>buang</i>. He was also expelled. ~ <i>dalam</i> <i>sél</i> solitary confinement. ~ <i>denda</i> to be fined. ~ <i>gantung</i> sentence of death by hanging. ~ <i>kawalan</i> sentence with re- stricted freedom of movement. ~ <i>kerakal</i> forced labor, penal servitude. ~ <i>kerja</i> punishment by hard labor. ~ <i>kurungan</i> (be sentenced to) detention, imprisonment. ~ <i>mati</i> death sentence.\n~ <i>pancung</i> sentence of death by beheading. ~ <i>penjara</i> imprisonment. ~ <i>penjara</i> <i>seumur</i> <i>hidup</i> imprisonment for life, life (long) imprisonment. <i>dapat</i> <i>dihukum</i> <i>dengan</i> ~ <i>penjara</i> to be liable to imprisonment. <i>diganjar</i>/<i>dijatuhi</i> ~ <i>6</i> <i>bulan</i> <i>penjara</i> to be sen- tenced to a six-month jail term. ~ <i>percobaan</i> probation. ~ <i>per</i>- <i>janjian</i> suspended sentence. ~ <i>pokok</i> principal punishment. ~ <i>rajam</i> sentence to stoning (to death). ~ <i>sél</i> solitary confinement.\n~ <i>seumur</i> <i>hidup</i> life imprisonment. ~ <i>témbak</i> death sentence by\nfiring squad. ~ <i>tutupan</i> imprisonment, incarceration. <br><p-l>2 </p-l>sen- tenced, condemned. <i>orang</i> ~ convict, prisoner.<br><p-l>kehukuman </p-l>legal, juridical. <i>syarat</i>-<i>syarat</i> ~ legal conditions.<br><p-l>penghukum </p-l>s.o. who judges or sentences.<br><p-l>penghukuman </p-l>sentence, sentencing. <i>kesalahan</i> ~ wrongful con- viction. ~ <i>bersyarat</i> suspended sentence. ~ <i>yang</i> <i>untuk</i> <i>pertama</i> <i>kali</i> <i>dihukum</i> first offender. ~ <i>permintaan</i> <i>dan</i> <i>penawaran</i> the law of supply and demand.<br><p-l>perhukuman </p-l><p-n>mod</p-n> judicial, legal. <i>istilah</i> ~ <i>yang</i> <i>tepat</i> the cor- rect legal term.
hukum II	<p-n>Min</p-n> – <i>besar</i> district head. – <i>kedua</i> subdistrict head. –\n<i>uma</i> village head.
hukumiah	legal <p-n>mod</p-n>.
hukéng	<p-n>C</p-n> slices cut off a large roll of <i>bakso</i> mixture served on a\n<i>saté</i> stick.
hula-hula I	a Hawaiian native dance with waving movements of the arms and body.
hula-hula II	<p-n>Bat</p-n> the name of a leg of the <i>daliban</i> <i>natolu</i>. In the hi- erarchical system of the Bataks, the term refers to the <i>marga</i> of the wife’s side.
hulam	 → ULAM.
huler	<p-n>E</p-n> (rice) huller.
hulu	 <br><p-l>1 </p-l>upstream. – <i>sungai</i> reaches/upper course of a river, head- waters; → UDIK I; <i>opp</i> HILIR. <i>di</i> – <i>sungai</i> <i>ada</i> <i>air</i> <i>terjun</i> there is a waterfall at the upper course of the river. <i>industri</i> – upstream in- dustry. <br><p-l>2 </p-l>base, beginning. – <i>hati</i> pit of the stomach, solar plexus.\n– <i>malang</i> the root/beginning of all misery. – <i>musim</i> beginning of the season. <br><p-l>3 </p-l>handle, haft, hilt. – <i>cangkul</i> handle of a hoe. – <i>keris</i>/ <i>pisau</i> kris/knife hilt. <br><p-l>4 </p-l>interior, hinterland, back country. <br><p-l>5 </p-l><p-n>cla</p-n> head. <i>sakit</i> – <p-n>ob</p-n> headache. <i>kalang</i> – pillow; p BANTAL. <i>orang</i> – country bumpkin. – <i>hilir</i> a) upper and lower course of a river. b) lower and upper ends, beginning and end. <i>Kita</i> <i>mulai</i> <i>omong</i>- <i>omong</i> <i>ke</i> – <i>ke</i> <i>hilir</i>. We began to chat about all sorts of things. <i>tidak</i> <i>tahu</i> – <i>hilirnya</i> you can make neither head nor tail of it. – <i>mujur</i> <i>pandai</i> <i>bertengkar</i>, – <i>baik</i> <i>pandai</i> <i>memakai</i> <p-n>M</p-n> to get along fine with others, easygoing. <i>ke</i> – <i>kena</i> <i>bubu</i>, <i>ke</i> <i>hilir</i> <i>kena</i> <i>tengkalah</i> cannot avoid danger. <i>jikalau</i> <i>di</i> – <i>airnya</i> <i>keruh</i>, <i>tak</i> <i>dapat</i> <i>tidak</i> <i>di</i> <i>hilirnya</i> <i>keruh</i> <i>juga</i> it doesn’t rain but it pours. – <i>dinihari</i> just before dawn. – <i>hati</i> pit of the stomach. – <i>kembar</i> bi- ceps. – <i>kepala</i> crown of the head. – <i>ledak</i> warhead. <bi>berhulu</bi>(<bi>kan</bi>) <bi>ledak</bi> fitted with a warhead. – <i>ledak</i> <i>banyak</i> multiple warhead. – <i>ledak</i> <i>nuklir</i> nuclear warhead. – <i>perang</i> warhead.<br><p-l>berhulu(<b>kan</b>)</p-l> <br><p-l>1 </p-l>with a hilt (of ). <i>keris</i> ~ <i>gading</i> a kris with an ivory hilt. <br><p-l>2 </p-l>to originate/begin from <p-n>di</p-n>, have its upper reaches at <p-n>di</p-n>. <i>Sungai</i> <i>Cisadané</i> <i>berhulu</i> <i>di</i> <i>Gunung</i> <i>Pangrango</i>. The Cisa- dane River has its upper reaches at Mount Pangrango. <br><p-l>3 </p-l>to have a warhead.<br><p-l>menghulu </p-l>to go/sail upstream/up river; → MUDIK.<br><p-l>menghulukan </p-l><p-n>ob</p-n> to lead, head.<br><p-l>hulu-<b>huluan</b>, <b>pehuluan</b> </p-l><p-n>ob</p-n> and <br><p-l>penghuluan </p-l>headwater area. <br><p-l>penghulu </p-l>village head. <br><p-l>kepenghuluan </p-l>(in Riau, etc.) village. <br><p-l>pe(<b>r</b>)<b>huluan</b> </p-l>interior, inland.
hulubalang	 <br><p-l>1 </p-l><p-n>ob</p-n> army commander. <br><p-l>2 </p-l><p-n>Ac</p-n> k.o. district head. \n<b>3</b>\nk.o. bodyguard. <br><p-l>4 </p-l>k.o. village security guard; → DUBALANG.<br><p-l>menghulubangi </p-l>to command, be commander of.
hulul	<p-n>A</p-n> <br><p-l>1 </p-l>(Islamic) unification of the soul with God. <br><p-l>2 </p-l>(Chris- tian) absolution.
hulur	 → ULUR I.
huma	 <br><p-l>1 </p-l>dry rice field. <br><p-l>2 </p-l>newly cleared forest land.<br><p-l>berhuma</p-l> <br><p-l>1 </p-l>to have/own a dry rice field or newly cleared forest land. <br><p-l>2 </p-l>to work in a dry rice field or on newly cleared forest land. <br><p-l>memperhuma </p-l>to work a piece of land to turn it into a dry rice\nfield.<br><p-l>perhumaan</p-l> <br><p-l>1 </p-l>act of working on newly cleared forest land or in a dry rice field. <br><p-l>2 </p-l>land that is turned into unirrigated rice fields.
human I	 <br><p-l>1 </p-l><p-n>D</p-n> humane. <br><p-l>2 </p-l><p-n>E</p-n> human.
