Euvre	@Euvres	<b>Œuvre</b> <p-ipa>/ˈøːvrə/</p-ipa> das <i>N.</i>   (geh.) oeuvre  
'n	<b>'n</b> s. auch: <a href="bword:<p-ipa>//</p-ipa>ein<sup>1</sup>">ein<sup>1</sup></a>, <p-a>einen</p-a> 
'ne	<b>'ne</b> <p-ipa>/nə/</p-ipa>  <i>[ugs.]</i> s. auch: <p-a>eine</p-a>
'nein	<b>'n<b>e̲i̲</b>n</b> <i>(südd.)</i> s. auch: <p-a>hinein</p-a>
'nen	<b>'nen</b> <p-ipa>/nən/</p-ipa>  s. auch: <p-a>einen</p-a> 
'nunter	<b>'nunter</b> <p-ipa>/ˈnʊntɐ/</p-ipa> <i>Adv.</i>  <i>(südd.)</i> s. auch: <p-a>hinunter</p-a>
'nüber	<b>'nüber</b> <p-ipa>/ˈnʏːbɐ/</p-ipa> <i>Adv.</i>  <i>(südd.)</i> s. auch: <p-a>hinüber</p-a>
-abhängig	@abhängig	@abhängige	@abhängigem	@abhängigen	@abhängiger	@abhängigere	@abhängigerem	@abhängigeren	@abhängigerer	@abhängigeres	@abhängigerm	@abhängigern	@abhängiges	@abhängigre	@abhängigrem	@abhängigren	@abhängigrer	@abhängigres	@abhängigst	@abhängigste	@abhängigstem	@abhängigsten	@abhängigster	@abhängigstes	<b>-abhängig</b><i>Adj.</i>  dependent on … 
-abhängigkeit	@-ạbhängigkeit	<b>-<i>ạ</i>bhängigkeit </b>die <i>N.</i>  dependence on … 
-abteilung	<b>-abteilung</b>die <i>N.</i>  … department 
-abwärts	<b>-abwärts</b><i>Adv.</i> <ul><li> <i>[weiter] rhein~/mosel~</i> 	@ further down the Rhine/Mosel </li><li> <i>rhein~/mosel~ segeln </i> 	@ sail down the Rhine/Mosel </li></ul>
-achser	@achser	@achsers	<b>-achser</b>der <i>N.</i> <ul><li> <i>ein Dr<b>ei</b>-/S</i>e<i>chs~</i> 	@ a three-/six-axle vehicle <i>etc.</i></li></ul>
-achsig	@achsig	@achsige	@achsigem	@achsigen	@achsiger	@achsigere	@achsigerem	@achsigeren	@achsigerer	@achsigeres	@achsigerm	@achsigern	@achsiges	@achsigre	@achsigrem	@achsigren	@achsigrer	@achsigres	@achsigst	@achsigste	@achsigstem	@achsigsten	@achsigster	@achsigstes	<b>-achsig</b><i>Adj.</i> <ul><li> <i>dr<b>ei</b>-/s</i>e<i>chs~</i> 	@ three-/six-axle</li></ul>
-acht	@-ạcht	<b>-<i>ạ</i>cht </b>die <i>N.</i>   (Kartenspiel) eight of …  
-aktiv	@aktive	@aktivs	<b>-aktiv<sup>2 </sup></b>das <i>N.</i> <ul><li>(bes. DDR) <i>Verkehrssicherheits~ <p-ipa>/Bezirks~ /</p-ipa>Eltern~</i> 	@ usw. traffic safety<p-ipa>/district/</p-ipa>parents <i>etc.</i> committee</li></ul>
-aktiv	@aktiv	@aktive	@aktivem	@aktiven	@aktiver	@aktivere	@aktiverem	@aktiveren	@aktiverer	@aktiveres	@aktiverm	@aktivern	@aktives	@aktivest	@aktiveste	@aktivestem	@aktivesten	@aktivester	@aktivestes	@aktivre	@aktivrem	@aktivren	@aktivrer	@aktivres	@aktivst	@aktivste	@aktivstem	@aktivsten	@aktivster	@aktivstes	<b>-aktiv<sup>1</sup></b><i>Adj.</i>  <i>&lt;Werbespr.&gt;</i> <ul><li> <i>saug~</i> 	@ extra-absorbent </li><li> <i>wasch~e Substanzen </i> 	@ substances with a strong cleansing action </li><li> <i>atmungs~es Gewebe </i> 	@ fabric which allows the skin to breathe </li></ul>
-amateur	<b>-amateur</b>der <i>N.</i>  amateur … 
-anbau	<b>-anbau</b>der <i>N.</i> <ul><li> <i>Flachs~<p-ipa>/Hopfen~/</p-ipa>Futter~</i> 	@ cultivation of flax<p-ipa>/hop/</p-ipa>fodder plants </li></ul>
-apostel	<b>-apostel</b>der <i>N.</i>   (meist iron.) apostle of &lt;economic growth, world peace, etc.&gt;  <ul><li> <i>ein Frischluft~/Gesundheits~</i> 	@ a fresh air/health fanatic </li><li> <i>ein Spar~/Abnehm~</i> 	@ an enthusiastic advocate of saving/slimming </li></ul>
-armig	@-ạrmig	<b>-<i>ạ</i>rmig</b><i>Adj.</i>  -armed <ul><li> <i>sieben~</i> 	@ seven-armed &lt;candelabrum&gt; </li><li> <i>dick~</i> 	@ &lt;person&gt; with fat arms </li></ul>
-artig	@artig	@artige	@artigem	@artigen	@artiger	@artigere	@artigerem	@artigeren	@artigerer	@artigeres	@artigerm	@artigern	@artiges	@artigre	@artigrem	@artigren	@artigrer	@artigres	@artigst	@artigste	@artigstem	@artigsten	@artigster	@artigstes	<b>-artig</b><b>I. </b> <i>Adj.</i> <blockquote align="left"><ul><li> <i>marmor~/gold~</i> 	@ marble-like/gold-like </blockquote> <b>II. </b> <i>Adv.</i> <blockquote align="left"></li><li> <i>sich explosions~ vermehren </i> 	@ increase explosively </blockquote> <blockquote align="left"></li><li> <i>sich kegel~ verjüngen </i> 	@ taper like a cone </blockquote> </li></ul>
-aufenthalt	<b>-aufenthalt</b>der <i>N.</i> <ul><li> <i>Frankreich~/Italien~</i> 	@ stay in France/Italy </li></ul>
-aufwärts	<b>-aufwärts</b><i>Adv.</i> <ul><li> <i>[weiter] rhein~/mosel~</i> 	@ further up the Rhine/Mosel </li><li> <i>rhein~/mosel~ segeln </i> 	@ sail up the Rhine/Mosel </li></ul>
-bau	@-baus	<b>-bau</b>der <i>N.</i>   (Landw.) -growing  
-bauer	@-bauers	<b>-bauer</b>der <i>N.</i>   (Bauw.) -constructor  
-bedarf	@-bedarf[e]s	@-bedarfes	@-bedarfs	@-bedạrf	<b>-bed<i>ạ</i>rf </b>der <i>N.</i>  … requirement 
-bedingt	@bedingt	@bedingte	@bedingtem	@bedingten	@bedingter	@bedingtere	@bedingterem	@bedingteren	@bedingterer	@bedingteres	@bedingterm	@bedingtern	@bedingtes	@bedingtest	@bedingteste	@bedingtestem	@bedingtesten	@bedingtester	@bedingtestes	@bedingtre	@bedingtrem	@bedingtren	@bedingtrer	@bedingtres	@bedingtst	@bedingtste	@bedingtstem	@bedingtsten	@bedingtster	@bedingtstes	<b>-bedingt</b><i>Adj.</i>  associated with <i>postpos.</i>; due to <i>postpos.</i> <ul><li> <i>alters~</i> 	@ associated with old age <i>postpos.</i> </li><li> <i>berufsbedingte Krankheiten </i> 	@ occupational illnesses </li><li> <i>witterungsbedingte Schäden </i> 	@ damage caused by the weather </li></ul>
-beinig	<b>-beinig</b><i>Adj.</i>  -legged <ul><li> <i>drei~/lang~</i> 	@ three-legged/long-legged </li><li> <i>ein zwölf~es Insekt </i> 	@ an insect with twelve legs </li></ul>
-beständig	@beständig	@beständige	@beständigem	@beständigen	@beständiger	@beständigere	@beständigerem	@beständigeren	@beständigerer	@beständigeres	@beständigerm	@beständigern	@beständiges	@beständigre	@beständigrem	@beständigren	@beständigrer	@beständigres	@beständigst	@beständigste	@beständigstem	@beständigsten	@beständigster	@beständigstes	<b>-beständig</b><i>Adj.</i> <ul><li> <i>hitze~<p-ipa>/wetter~/</p-ipa>säure~</i> 	@ heat-<p-ipa>/weather-/</p-ipa>acid-resistant </li></ul>
-besuch	<b>-besuch</b>der <i>N.</i> <ul><li> <i>Deutschland~<p-ipa>/England~/</p-ipa>USABesuch </i> 	@ visit to Germany<p-ipa>/England/</p-ipa>the USA </li><li> <i>Messe~</i> 	@ visit to the/a fair </li></ul>
-besucher	<b>-besucher</b>der <i>N.</i> <ul><li> <i>Berlin~</i> 	@ visitor to Berlin </li><li> <i>Messe~</i> 	@ visitor to the/a fair </li></ul>
-bezogen	<b>-bezogen</b><i>Adj.</i>  -related 
-blätterig	<b>-blätterig</b> s. auch: <p-a>-blättrig</p-a> 
-blättrig	@-blạ̈ttrig	<b>-bl<i>ạ̈</i>ttrig</b><i>Adj.</i>  -leaved 
-botschaft	<b>-botschaft</b>die <i>N.</i> <ul><li> <i>Friedens-<p-ipa>/Kriegs-/</p-ipa>Sieges~</i> 	@ news of peace<p-ipa>/war/</p-ipa>victory </li></ul>
-braut	<b>-braut</b>die <i>N.</i>  <i>[ugs.]</i>  (Mitglied der Bande) girl rocker  <ul><li> <i>Fußball~</i> 	@ football player's<p-ipa>/fan's girlfriend/</p-ipa>wife </li><li> <i>Rocker~</i> 	@ rocker's girl </li></ul>
-bändig	<b>-bändig</b> <p-ipa>/-bɛndɪç/</p-ipa> <i>Adj.</i>   (Buchw.) -volume  <ul><li> <i>viel~/acht~</i> 	@ multi-volume<p-ipa>/eight-volume &lt;encyclopedia etc.&gt;; &lt;encyclopedia etc.&gt; in many/</p-ipa>eight volumes </li></ul>
-chinesisch	@-chinesisch[s]	@-chinesischs	<b>-chin<b>e̲</b>sisch </b>das <i>N.</i>  … jargon 
-dienst	<b>-dienst</b>der <i>N.</i>  service <ul><li> <i>Schicht~</i> 	@ shift work </li></ul>
-dimensional	@dimensional	@dimensionale	@dimensionalem	@dimensionalen	@dimensionaler	@dimensionalere	@dimensionalerem	@dimensionaleren	@dimensionalerer	@dimensionaleres	@dimensionalerm	@dimensionalern	@dimensionales	@dimensionalre	@dimensionalrem	@dimensionalren	@dimensionalrer	@dimensionalres	@dimensionalst	@dimensionalste	@dimensionalstem	@dimensionalsten	@dimensionalster	@dimensionalstes	<b>-dimensional</b> <p-ipa>/dimɛnzi̯oˈnaːl/</p-ipa> <i>Adj.</i>  -dimensional <ul><li> <i>mehr~/drei~</i> 	@ multi-/three-dimensional </li></ul>
-duft	<b>-duft</b>der <i>N.</i> <ul><li> <i>Flieder~<p-ipa>/Veilchen~/</p-ipa>Jasmin~</i> 	@ usw. scent of lilac<p-ipa>/violets/</p-ipa>jasmine <i>etc.</i></li></ul>
-durchlässig	@durchlässig	@durchlässige	@durchlässigem	@durchlässigen	@durchlässiger	@durchlässigere	@durchlässigerem	@durchlässigeren	@durchlässigerer	@durchlässigeres	@durchlässigerm	@durchlässigern	@durchlässiges	@durchlässigre	@durchlässigrem	@durchlässigren	@durchlässigrer	@durchlässigres	@durchlässigst	@durchlässigste	@durchlässigstem	@durchlässigsten	@durchlässigster	@durchlässigstes	<b>-durchlässig</b><i>Adj.</i> <ul><li> <i>gas-<p-ipa>/luft-/</p-ipa>wasser~</i>usw.<i> sein </i> 	@ be permeable to gas<p-ipa>/air/</p-ipa>water <i>etc.</i></li></ul>
