#no sort
ACT 4:2	<p-n>@Nchito 4:2</p-n>	Baka pengana kapati nkaambo Pita a Joni bakali kuyiisya bantu akubakambaukila Jesu akubuka kwakwe kubafu. 
ACT 4:3	<p-n>@Nchito 4:3</p-n>	Bakabajata bababika muntolongo maane buzuba butobela, nkambo lyakali lyaba goko. 
ACT 4:4	<p-n>@Nchito 4:4</p-n>	Pesi bantu biingi bakamvwa aya makani bakasyoma, imweelo wabalumi bakasyoma bakali zyuulu musanu
ACT 4:5	<p-n>@Nchito 4:5</p-n>	Nibwakaba buzuba butobela,bendelezi, bapati abalembi bakabungana aamwi mu Jelusalema. 
ACT 4:6	<p-n>@Nchito 4:6</p-n>	Anasi mupayizyi mupati wakaliwo,Kefasi, Joni aa Alekizanda, abaabo boonse nzubo zyamupaizyi mupati. 
ACT 4:7	<p-n>@Nchito 4:7</p-n>	Nibakabika bika Pita aa Johani akaati kabo, bakababuzya," nzizyani nguzu, niliba zina ndimwachita aalyo eezi.
ACT 4:8	<p-n>@Nchito 4:8</p-n>	Pesi Pita, nkazwide Muuya Uusalala, wakati kulimbabo, 
ACT 4:9	<p-n>@Nchito 4:9</p-n>	"Inywe nobendelezyi abapati, babantu, kuti mwatubeteka sunu atala amulimo mubotu ngutwakachita aliyoyu mwalumi uchiswa, akuti wapona buyeni."
ACT 4:10	<p-n>@Nchito 4:10</p-n>	Ngakuzibinkane kulindinywe moonse akubantu bamu Izilayeli kuti oyu mwalumi uyimvwi kunembo lyanu nkaponede muzina lya Jesu Kilisito wa Nazaleta, Ooyo ngumwakabambula, ooyo Leza ngwakabusya kubafu.
ACT 4:11	<p-n>@Nchito 4:11</p-n>	Jesu Kkilisito ndibbwe bayaki ndibaka kaaka lyakaba chooko ( chiswi )
ACT 4:12	<p-n>@Nchito 4:12</p-n>	Takwe lufutuko mumuntu naba omwe, nkambo taakwe zina aansi ajulu lipedwe kubantu nditwelede kufutulwa.''
ACT 4:13	<p-n>@Nchito 4:13</p-n>	Lino nibakalanga busichamba bwa Pita aa Joni, mpawo bakaziba kuti mbantu babuyo,batayiide,bakagamba,nkabazi kuti Pita aa Johani bakali a Jesu. 
ACT 4:14	<p-n>@Nchito 4:14</p-n>	Nkaambo bakabona mwalumi wakaponesegwa nkayimvwi aambabo, bakabula zyakwamba ataala nzizyo.
ACT 4:15	<p-n>@Nchito 4:15</p-n>	Pesi nibakabalayilila batumwa kuti babbude munkuta yabechipala, bakiizya akati kabo. 
ACT 4:16	<p-n>@Nchito 4:16</p-n>	Bakati, ''tuchite buyeni ataala abalumi aaba?Nkambo kamasimpe alabukamboni bwachitwa ambabo bwazibinkana kubantu boonse bamu Jelusalema" tatukonzyi kuzikazya. 
ACT 4:17	<p-n>@Nchito 4:17</p-n>	Pesi kuti zileke kuyakunembo akati kabantu, ngatubachenjezye ikuti batambili naba omwe muzina eeli."
ACT 4:18	<p-n>@Nchito 4:18</p-n>	Lino bakabita Pita a Joni babalayilila kuti batambuli nekuba kuyiisya alimwi muzina lya Jesu.
ACT 4:19	<p-n>@Nchito 4:19</p-n>	Pesi Pita aa Joni  bakavwiila bati kulimbabo, ''Saa nchibotu kumeso a Leza kuswiilila ndinywe kwiinda nguwe, amuli beteke. 
ACT 4:20	<p-n>@Nchito 4:20</p-n>	Tatukonzyi kuti tuleke kwambula atala azeezi zintu nzitwakamvwa akubona.''
ACT 4:21	<p-n>@Nchito 4:21</p-n>	Nibakaba sinizya Pita a Joni,bakabaleka beenda. Tebakajana mulandu uyanda chisubulo, nkaambo bantu boonse bakali kutembaula Leza azeezyo zyakachitwa.
ACT 4:22	<p-n>@Nchito 4:22</p-n>	Oyo mwalumi wakajana oku kupona wakali aminyaka iyiinda kumakumi oone akuzyalwa.
ACT 4:23	<p-n>@Nchito 4:23</p-n>	Nibakangununwa, Pita aa Joni bakaza kulibamukowa wabo mpawo bakubambila zyoonse mupati wabapayiizyi abapati nzibakabambila. 
ACT 4:24	<p-n>@Nchito 4:24</p-n>	Lino nibakamvwa eezi, bakoompolola ajwi limwi kuli Leza mpawo bati, ''Mwami, wakalenga majulu aanyika alwizi, azyoonse zilimuli nzizyo. 
ACT 4:25	<p-n>@Nchito 4:25</p-n>	webo owakambula a Muuya Uusalala kwindila mumulomo wabalanda bakwe, taata wesu Davida,
ACT 4:26	<p-n>@Nchito 4:26</p-n>	Ibaami banyika bakakkala aansi aamwi,
ACT 4:27	<p-n>@Nchito 4:27</p-n>	Ninchonzyo, aba babili Helodi aa Pontiyasi Payileti, antomwe abamaasi bakabungana  aamwi muchisi cha Izilayeli, kukwimikilana amulanda Uusalala Jesu, munanike wako. 
ACT 4:28	<p-n>@Nchito 4:28</p-n>	Bakabunganamwi kuti bachite zyoonse eezyo luboko amabambe aako nguwakakanzide kale kale achiindi chibola atachitike.
ACT 4:29	<p-n>@Nchito 4:29</p-n>	Lino, Mwami, laanga inchenjezyo yabo alimwi ubape busichaamba balanda bako kuti bambule ijwi lyako.
ACT 4:30	<p-n>@Nchito 4:30</p-n>	Tandabika luboko lwako kuti uponie akubapa zitondezyo azigambyo kwindilila muzina lyamulanda wako Uusalala Jesu." 
ACT 4:31	<p-n>@Nchito 4:31</p-n>	Nibakamana kukomba, busena boonse bwakazula a Muuya Uusalala mpawo bakamba jwi lya Leza abusichaamba.
ACT 4:32	<p-n>@Nchito 4:32</p-n>	Mweelwe mupati wabaabo bakasyooma bakaba amoyo amuya woomwe. Takwe naba oomwe wakamba kuti nchakalacho nchichakwe, pesi bakalijisi zyelelne mubube bwabo. 
ACT 4:33	<p-n>@Nchito 4:33</p-n>	Munguzu mpati batumwa bakakambauka bukamboni atala abubuke bwa Mwami Jesu, aboobo luzyalo lupati lwakaba mulimbabo boonse.
ACT 4:34	<p-n>@Nchito 4:34</p-n>	Akati kabo katakwe wakabula kufumbwa chiintu, nkambo boonse bakajisi nyiika amaanda bakaasambala mpawo beeta mali yanzezyo nzibakawuzya. 
ACT 4:35	<p-n>@Nchito 4:35</p-n>	Mpawo bakatula kumawulu abatumwa, mpawo yakabwa kulumwi awumwi mbuli mukubula kwakwe.
ACT 4:36	<p-n>@Nchito 4:36</p-n>	Jozefu, mu Levi, ooyo batumwa ngubakalikuti Bbanabbasi ( zina lilabupanduluzi ibuti mwana wabusungwazyi ) mu-Levi, mwalumi waku Sayipulasi, 
ACT 4:37	<p-n>@Nchito 4:37</p-n>	wakasambala muunda wakwe mpawo waketa mali witula kumawulu abatumwa.
ACT 5:1	<p-n>@Nchito 5:1</p-n>	Lino umwi mwalumi uutegwa Ananiyasi, nkali a Safila mwanakazi wakwe, bakawuzya chimpanzi chabuvubi, 
ACT 5:2	<p-n>@Nchito 5:2</p-n>	alimwi wakabamba musule chimpanzi chamuulo wamali ( mwanakazi wakwe kabiyo wakalizizi ezi ), alimwi wakeeta chimpanzi chazyo alimwi wakachibika kumawulu amu abatumwa.
ACT 5:3	<p-n>@Nchito 5:3</p-n>	Pesi Pita wakati, ''Ananiyasi, nkambonzi satani naazuzya moyo wako kuti ubeje ku Muuya Uusalala alimwi kuti ubambe musule chimpanzi chamuulo wamuunda? 
ACT 5:4	<p-n>@Nchito 5:4</p-n>	Niwalikusyaala nkawutawuziziwwe, tensi wakayimvwi kawuli wako, alimwi akuzwa nkawuli wawuzigwa, saa wakali munsi lyanuzu zyako? Nwani oyo wabika eyi milimo mumoyo wako? Teensi wabejela muntu pesi kuli Leza.'' 
ACT 5:5	<p-n>@Nchito 5:5</p-n>	Naakamvwa majwi aya, Ananiyasi wakawida aansi mpawo wayoya kwakumaninsizya, alimwi kuyoowa kupati kwakasika kuli boonse bakamvwa eezi. 
ACT 5:6	<p-n>@Nchito 5:6</p-n>	Balombe bakanyampuka alimwi bamuvunilizya, alimwi bakamubweza alimwi bakumuvwikka.
ACT 5:7	<p-n>@Nchito 5:7</p-n>	Nikwakiinda biyo otatwe mahoola, mwanakazi wakwe wakanjila, katezi kuti niinzi zyachitika. 
ACT 5:8	<p-n>@Nchito 5:8</p-n>	Pita wakati kulinuwe, ''Ndibuzye naanka mwawuzya muunda azeezi, ''wakati, ''Iyii, azeezi.''
ACT 5:9	<p-n>@Nchito 5:9</p-n>	Mpawo Pita wakati kulinuwe, ''Mbuubuli mbumwazuminana moonse kuti musunke muuya wa Leza? Bona mawulu abaalumi bavwikka mulumi wako ali amulyango, alimwi bayokubweza ayebo.'' 
ACT 5:10	<p-n>@Nchito 5:10</p-n>	Mpawo mpawo wakawida ansi kumawulu aakwe alimwi wakayoya kwakumaninsizya.Elyo baluumi nibakanjila, bakamujana nkafwide, alimwi bakamubweza alimwi bakumuvwikka kumbali lyamulumi. 
ACT 5:11	<p-n>@Nchito 5:11</p-n>	Kuyoowa kupati kwakasika akkati kayoonse imbungano alimwi aakati kaboonse aabo bakamvwa eezi.
ACT 5:12	<p-n>@Nchito 5:12</p-n>	Zyingi zitondezyo alimwi azigambyo zyakalikuchitika akati kabantu kwiinda mumaanza abatumwa. Bakali antoomwe kumulyango wa Solomoni. 
ACT 5:13	<p-n>@Nchito 5:13</p-n>	Pesi takwe wabo wakaba aachiyandisyo chakuba antomwe ambabo; nikuba boobo bantu bakabalemeka.
ACT 5:14	<p-n>@Nchito 5:14</p-n>	Kabiyo biingi basyomi bakali kuyungizizigwa ku Mwami, bantu biingi bechalumi mpawo abanakazi, 
ACT 5:15	<p-n>@Nchito 5:15</p-n>	nkokuti bakali kubweza bachiswa muchisi alimwi babalazika aabulo amuzitobo, kuchitila kuti awo Pita nayosika, muzuzumbwe wakwe wayino wida alibamwi babo. 
ACT 5:16	<p-n>@Nchito 5:16</p-n>	Mpawo bakasika kabiyo antomwe bantu biingi bazwa muchisi chilafwifwi a Jelusalema, nkabeeta bachiswa alimwi abaabo bajiswi aa myuya yamatombe, alimwi balikuponesegwa boonse.
ACT 5:17	<p-n>@Nchito 5:17</p-n>	Pesi mupayizi mupati wakanyampuka, mpawo aboonse abo bakali anguwe ( aabo benkamu yama Sajusizi ); alimwi bakazwa munyono 
ACT 5:18	<p-n>@Nchito 5:18</p-n>	alimwi bakabika maanza aatala lyaba tumwa, mpawo babawala muntolongo yakazibinkene.
ACT 5:19	<p-n>@Nchito 5:19</p-n>	Elyo muchindi chamansiku mungelo wa Leza wakajula mulyano wentolongo alimwi wakabagwisya aanze, mpawo wakati, 
ACT 5:20	<p-n>@Nchito 5:20</p-n>	''Mwiinke, mwime muntempele mpawo mwambule kubantu majwi woonse abuumi.'' 
ACT 5:21	<p-n>@Nchito 5:21</p-n>	Nibakamvwa eezi, bakanjila muntempele nkakuli kwamba kucha mpawo bayiisya. Pesi mupayizi mupati wakasika mpawo ababo bakali anguwe, alimwi bakayita mulubeta antomwe, boonse bapati babantu bamu Izilayeli, mpawo babatuma kuntolongo kuti bakeete batumwa.
ACT 5:22	<p-n>@Nchito 5:22</p-n>	Pesi bakapokola abo bakayinka tebakabajana pe muntolongo, mpawo bakaboola kukuzowamba, 
ACT 5:23	<p-n>@Nchito 5:23</p-n>	''Twajana intolongo mbuli mbukwelede kazijalidwe kabiyo balindizi kabiimvwi amulyango, pesi nitwajula, twajana takwe pe ulimukati.''
ACT 5:24	<p-n>@Nchito 5:24</p-n>	Lino basilumamba bentempele antomwe abapayizi bapati nibakamvwa aya majwi, baka bulikilwa atala ambabo kuti mbobuli mbubanga balazwa kulinzizyo. 
ACT 5:25	<p-n>@Nchito 5:25</p-n>	Elyo umwi wakasika mpawo wabaambila, ''Balumi aabo mbimwakabika mukkati kentolono balimvwi mukkati kantempele mpawo balikuyiisya bantu.''
ACT 5:26	<p-n>@Nchito 5:26</p-n>	Eelyo silumamba wakiinka aamwi abakapokola, mpawo wababoozya musule, pesi kakutakwe kulwana, eelyo nkabayowede kuti balabatulula mabwe. 
ACT 5:27	<p-n>@Nchito 5:27</p-n>	Nibaka beeta, baka bakkazika munsi ababetesi. Mupayizi mupati wakaba buzisisya, nkati, 
ACT 5:28	<p-n>@Nchito 5:28</p-n>	''Twalayilila ndinywe a mulawu kuti mutayiisyi muzina eeli, mpawo lino mwazuzya Jelusalema enjiisyo achiyandisyo chenu alimwi mwayeya akweeta bulowa bwamwalumi oyu atala lyesu.''
ACT 5:29	<p-n>@Nchito 5:29</p-n>	Alimwi Pita abatumwa bakasandula, ''Twelede kulemeka Leza kwinda muntu. 
ACT 5:30	<p-n>@Nchito 5:30</p-n>	Leza wabamataata wakabusya Jesu, oyo numwakajaya akumwanzika mumusamu. 
ACT 5:31	<p-n>@Nchito 5:31</p-n>	Leza wakamunyampula kubbazu lyakuchilisyo kuti abe mwana wa Mwami mpawo amufutuli, kuti ape kusanduka ku Izilayeli, mpawo akulekelelwa kwazibi. 
ACT 5:32	<p-n>@Nchito 5:32</p-n>	Ndiswe bakamboni bazeezi zintu, mpawo ngu Muuya Uusalala, oyo Leza ngwakapa kulibaabo bamulemeka.''
ACT 5:33	<p-n>@Nchito 5:33</p-n>	Eelyo bazuluzi bamwi nibakamvwa eezi, bakanyema alimwi bakayanda kujaya batumwa. 
ACT 5:34	<p-n>@Nchito 5:34</p-n>	Pesi mufalisi uutegwa Gamaliyeli, muyiisyi wamulawu oyo wakalikulemekwa aboonse bantu, wakanyampuka mubazuluzi mpawo wakalayilila batumwa kuti bagwisigwe kwakiindi kanini.
ACT 5:35	<p-n>@Nchito 5:35</p-n>	Mpawo wakati kulimbabo, ''Nobaluumi bamu Izilayeli, amuswilizye loko kuli nzimwa zuminana kuti muchite kubantu aba. 
ACT 5:36	<p-n>@Nchito 5:36</p-n>	Nkambo musule amazuba aya, Tewudasi wakanyampuka nkali kuyanda kuba uumwi, mpawo bantu biini, basika myaanda iine, bakaba antomwe anuwe. Wakajayigwa, eelyo boonse abo bakali kumulemeka baka mwayisiwampawo kwakamana. 
ACT 5:37	<p-n>@Nchito 5:37</p-n>	Nikwakazwa ooyu mwalumi, Judasi waku Galili wakanyampuka mumazuba akubalwa kwabantu mpawo wakachunzya kule abantu kuzwa kulinuwe. Alakwe wakajayigwa, mpawo boonse abo bakali kumulemeka bakamwayika.
ACT 5:38	<p-n>@Nchito 5:38</p-n>	Lino ndamba kulindinywe, ikuti muye kule kuzwa kubantu aba mpawo ubayiisye abalikke, kjuti aya mabambe naa mulimo kuti nkazili zyamuntu, ziyosowegwa. 
ACT 5:39	<p-n>@Nchito 5:39</p-n>	Pesi kuti nkazili zya Leza, tamukoyo kkonzya pe kuzimwaya; muyojana kuti munoyolwana a Leza.'' Eelyo bakazumina.
ACT 5:40	<p-n>@Nchito 5:40</p-n>	Eelyo bakayita batumwa mukkati alimwi babawuma mpawo babalayilila kuti taba nochambuli muzina lya Jesu, mpawo bakabaleka beenda. 
ACT 5:41	<p-n>@Nchito 5:41</p-n>	Bakaya kule kuzwa musule abazuluzi nkaba boteledwe kuti bakali baswanana kabiyo akupenzegwa akuwisya bulemu bwezina. 
ACT 5:42	<p-n>@Nchito 5:42</p-n>	Kuzwa wawo woonse mazuba, mukkati kentempele alimwi kuzwa kung'anda akung'anda, bakali kwinkilila anembo akuyobuyiisya alimwi akuyobumwaya milumbe mibotu kuti Jesu ngu Kkilisitu.
ACT 6:1	<p-n>@Nchito 6:1</p-n>	Lino kumazubayo nobakali kuyabuvula basikwiiya ba Giliki bakatalisya kutongawukila ba Hebbulayo, nkambo bamukabafu bakuli mbabo bakatongawuka amakani azyakulya nzibakali kupewa buzuba abuzuba zyakuliwasya.
ACT 6:2	<p-n>@Nchito 6:2</p-n>	Balikkumi ababili bakayita basikwiiya boonse mubwiingi bwabo babambila kuti, ''Tachili chibotu kuti iswebo tuleke ijwi lya Leza nkambo kamakani azyakulya. 
ACT 6:3	<p-n>@Nchito 6:3</p-n>	Aboobo bakwesu mulelede kusala balumi bali musanu ababili akati kanu. Balumi bali ampuwo mbotu, bazwide Muuya usalala antomwe awabusono, abo mbitutabike mumulimu oyu. 
ACT 6:4	<p-n>@Nchito 6:4</p-n>	Kwalo iswebo, tulinkilila kunembo lyonse akukomba akukambawuka ijwi lya Leza.''
ACT 6:5	<p-n>@Nchito 6:5</p-n>	Eno ijwi lyabo lyakabotezya nkamu yabantu boonse. Aboobo bakasala Sitivini mwalumi uzwide lusyomo alimwi a Muuya Uusalala, a Filipi, a Pulokkolasi, Nikkanoli, Tayimoni, Pamenasi, antomwe a Nikkolasi, mukombi wachi Juda wakali kuzwa ku Antiyokki. 
ACT 6:6	<p-n>@Nchito 6:6</p-n>	Basyomi bakabayimika balumi aba kumawulu abatumwa, mpawonya bakabakombela alimwi bakabikka manza alimbabo.
ACT 6:7	<p-n>@Nchito 6:7</p-n>	Elyo ijwi lya Leza lyakayinkilila kunembo aboobo basikwiiya bakavulisya mu Jelusalemu ababo bapayizi bayingi bakali bombya akusyoma.
ACT 6:8	<p-n>@Nchito 6:8</p-n>	Lino Sitivini kazwide luzyalo anguzu, wakali kuchita zigambyo zipati azitondezyo akati kabantu. 
ACT 6:9	<p-n>@Nchito 6:9</p-n>	Pesi bakanyampuka bamwi bantu baku chikombelo chaambwa kuti nchikombelo cha Fulidimeni, wakuba Sayilini akuba Alekizandiliya, antomwe abamwi bazwaku Silisiya aku Eziya. Aba bantu bakali kukazyania a Sitivini.
ACT 6:10	<p-n>@Nchito 6:10</p-n>	Pesi tebakalikwe nguzu pe zyakukazyania abusongo  a muuya walikwambula muli Sitivini. 
ACT 6:11	<p-n>@Nchito 6:11</p-n>	Mpawo bakapa bamwi balumi masinkamulomo kabati, ''Twakamumvwa ulamba majwi akusampawula Mozesi alimwi kambula bubi atala a Leza.''
ACT 6:12	<p-n>@Nchito 6:12</p-n>	Bakasungilizya bantu abapati, abalembi bayinka, bamujata Sitivini bamweta kulubeta. 
ACT 6:13	<p-n>@Nchito 6:13</p-n>	Bakeeta bakamboni basikubeja, kabamba kabati, ''Oyu mwalumi taleki pe kusampawula busena obu busalala amulawu. 
ACT 6:14	<p-n>@Nchito 6:14</p-n>	Nkambo twakamumvwa kaamba kuti Jesu waku Nazaleta uyobumwaya busena obu, asandule ziyanza zyakatupa Mozesi. 
ACT 6:15	<p-n>@Nchito 6:15</p-n>	Boonse bakakkede mulubeta bakamulangisisya, babona busyu bwakwe bwasanduka bwaba mbuli busyu bwamungelo.
ACT 7:1	<p-n>@Nchito 7:1</p-n>	Mupayizi mupati wakati, ''Makani aya ngakasimpe na?'' 
ACT 7:2	<p-n>@Nchito 7:2</p-n>	Sitivini wakati, ''Nobakwesu anomataata, mundiswilizye: Leza wabulemu wakalibonia kuli taata wesu Abbulahamu kali ku Mesopotamiya, katana kukkala mu Halani; 
ACT 7:3	<p-n>@Nchito 7:3</p-n>	wakati kulinguwe, ''Longa uzwe munyika yakulindinywe abantu bakulindinywe, mpawo uye kunyika njensikakutondezye.''
ACT 7:4	<p-n>@Nchito 7:4</p-n>	Mpawo wakazwa wasiya inyika yaba Kkaludiya akuyokkala ku Halani, kali nkuko oku wisi nakafwa, Leza wakamweeta munyika omuno mumukkede lino. 
ACT 7:5	<p-n>@Nchito 7:5</p-n>	Takwe nakamupa kuti ibelukono lwakwe pe, nikuba mweenya wakuti alyate kulinjiyo. Pesi wakamusyomezya -  kuti uzomupa nyika eyi kuti ibe lukono lwakwe amazyalani akwe, nikuba takalina kuba amwana pe - kuchindi echo mpakati uzomupa nyika eyi mbuli lukono kulinguwe akumazyalani ayotobela nguwe.
ACT 7:6	<p-n>@Nchito 7:6</p-n>	Leza wakambula anguwe anzila eyi kuti bana bakwe bayokkala munyika yabwenzu, akuti bana banyika eyo bayobajata buzike akabapenzya kapati kwaminyaka ili myanda iine. Leza wakati, 
ACT 7:7	<p-n>@Nchito 7:7</p-n>	''Pesi ndiyobeteka musyobo wabantu abo ibayobajata buzike, kuzwa awo bayozwa bazoze omuno bazondikombe mubusena obuno.' 
ACT 7:8	<p-n>@Nchito 7:8</p-n>	Mpawo Leza wakapa Abbulahamu chizuminano chabupalule, elyo Abbulahamu wakazyala Ayizeki mpawo wamupalula mubuzuba bwamusanu aatatu; Ayizeki wakazyala Jakkobbu, mpawo Jakkobbu wakazyala ibalikkumi ababili.
ACT 7:9	<p-n>@Nchito 7:9</p-n>	Lino nkambo kakuti Jozefu, bananyina bakamuchitila ibbivwe bakamuuzya ku Ijiputi, pesi Leza wakali anguwe 
ACT 7:10	<p-n>@Nchito 7:10</p-n>	wakamuvuna kuzwa kumapenzi akwe. Wakapa Jozefu choolwe abusongo kunembo lya Falo, mwami waku Ijiputi, iwakamusala kuba mwendelezi mu Ijiputi aatala lyempuli yakwe.
ACT 7:11	<p-n>@Nchito 7:11</p-n>	''Lino kwakaba bbalanwe, amapenzi mapati mu Ijiputi yoonse amu Kkenani, mpawo bamataata bakabulikilwa chakulya. 
ACT 7:12	<p-n>@Nchito 7:12</p-n>	Pesi Jakobbu nakamvwa kuti ku Ijiputi kuli chakulya, wakatuma bamataata kulwendo lutanzi. 
ACT 7:13	<p-n>@Nchito 7:13</p-n>	Mulwendo lwabo lwabili Jozefu wakalitondezya kubakulana baklwe, mpawo wakabazibya kuli Falo.
ACT 7:14	<p-n>@Nchito 7:14</p-n>	Mpawo wakatuma bakulana bakwe kuti babwede bakaambile wisi kuti aze ku Ijiputi, antomwe abanzubo zyakwe bonse, kabali mweelwe wabantu bali makumi ali musanu aabili abantu bali musanu. 
ACT 7:15	<p-n>@Nchito 7:15</p-n>	Lino Jakobbu wakayinka wakukkala mu Ijiputi wakufwida mumo, welwakwe abamataata. 
ACT 7:16	<p-n>@Nchito 7:16</p-n>	Bakabwezegwa batolwa ku Shekkemu bakubambwa mukabanda ka Abbulahamu nkakawula amuulo wansiliva kuzwa kubana ba Hamoli mu Shekkemu.
ACT 7:17	<p-n>@Nchito 7:17</p-n>	Lino nichakamba kuzulila chiindi chachisyomezyo nchakali waamba kuli Abbulahamu, bantu bakakomena akuvula mu Ijiputi, 
ACT 7:18	<p-n>@Nchito 7:18</p-n>	lumwi kwaba uumbi mwami wakeendelezya Ijiputi mwami utakwe anchakalizi pe azya Jozefu. 
ACT 7:19	<p-n>@Nchito 7:19</p-n>	Wakeena bantu besu akubamanikizya kuti bazibye kuzyalwa kwabana bacheche kuchitila kuti abajaye.
ACT 7:20	<p-n>@Nchito 7:20</p-n>	Muchiindi nchicho echo Mozesi wakazyalwa wakali kweebeka loko kubusyu bwa Leza, wakalondolwa kwamyezi iitatu mung'anda yawisi. 
ACT 7:21	<p-n>@Nchito 7:21</p-n>	Eelyo nakagwisigwa aanze, mwana musimbi wa Falo wakamutangila akumukomezya mbuli mwana wakwe mulombe.
ACT 7:22	<p-n>@Nchito 7:22</p-n>	Mozesi wakali yiide mulibonse busongo bwaba Ijiputi, mpawo wakabasinguzu mumajwi akwe amumilimu yakwe. 
ACT 7:23	<p-n>@Nchito 7:23</p-n>	''Pesi nakaamba kuzulizya minyaka ilimakumi aane wakayeeya mumoyo wakwe kuti aswaye babunyina ibazyalani lya Izilayeli. 
ACT 7:24	<p-n>@Nchito 7:24</p-n>	Wakabona mu Izilayeli kalo kutamizigwa, Mozesi wakamuvuna mu Izilayeli nyina, wakali  kupenzegwa mpawo wajaya mu Ijiputi: 
ACT 7:25	<p-n>@Nchito 7:25</p-n>	Wakachita eezi kayeeyanga bantu bamukowa wakwe balaziba kuti Leza kwindila mukuboko kwakwe uyobapa lwangunuko pesi bo tebaka zimvwisisisya pe.
ACT 7:26	<p-n>@Nchito 7:26</p-n>	Mubuzuba butobela wakabona balumi babili kabalo kulwana, wakeezya kubavuna chaluumuno wati, ''Nobalumi, muli bantu bamwi biyo, nkambonzi nimulokuchisana lwanu lwanu?'' 
ACT 7:27	<p-n>@Nchito 7:27</p-n>	Pesi ulya umwi wakali wabisizya mwenzinyina wakamutontela kule mpawo wati, 'ngwani wakakusala kuti ube mwendelezi konotubeteka? 
ACT 7:28	<p-n>@Nchito 7:28</p-n>	Uyanda kundijaya na andime mbulimbwakajaya mu Ijiputi ulya ijilo?
ACT 7:29	<p-n>@Nchito 7:29</p-n>	Lino Mozesi nakamvwa obu wakachija, wakakuba muzwakule munyika yaba Midiyani oko nkwakakuzyala bana balombe babili. 
ACT 7:30	<p-n>@Nchito 7:30</p-n>	Elyo nikwakinda minyaka ilimakumi aane angelo wakalibonia kuli nguwe munkanda yakuchilundu cha Sinayi mumabangabanga amulilo kali muchiteeyo.
ACT 7:31	<p-n>@Nchito 7:31</p-n>	Lino Mozesi nakabona mulilo, zyakamuambya eezi, mpawo nakalikuya buswena afwifwi kuti abonesesye loko, kwakazwa ijwi lya Mwami lyakati, 
ACT 7:32	<p-n>@Nchito 7:32</p-n>	''Ndime Leza wabamawuso, Leza wa Abbulahamu awa Ayizeki a Jakobbu.' Mozesi wakayoowa takwe nakayanda kulanga lubo pe oko.
ACT 7:33	<p-n>@Nchito 7:33</p-n>	Lino Mwami Leza wakati kulinguwe, gwisya insangu kumawulu aako, nkambo abusena mpoyimvwi mbusena busalala. 
ACT 7:34	<p-n>@Nchito 7:34</p-n>	Ndabona loko kupenzegwa kwabantu bangu balimu Ijiputi; Ndamvwa kukwila kwabo, alimwi Ndasika kuza kuzobavuna; kwalino kweza, Ndilakutuma ku Ijiputi.'
ACT 7:35	<p-n>@Nchito 7:35</p-n>	Oyu Mozesi nguwe ngubakakkaka nibakamba kuti, ''Ngwani wakakubikka buzuluzi amubetesi?'' - nguwe ngwakatuma Leza kuti abe muzuluzi amuvuni. Leza wakamutuma kwinda mukuboko kwamungelo iwakalibonia kuli Mozesi muchiteyo. 
ACT 7:36	<p-n>@Nchito 7:36</p-n>	Mozesi wakabazulwida wabagwisya mu Ijiputi, nakachita zigambyo azitondezyo mu Ijiputi akuLwizi lwa Matete, amunkanda muminyaka ili makumi aane. 
ACT 7:37	<p-n>@Nchito 7:37</p-n>	''Oyu Mozesi ngonguwe wakaamba kuti kuba Izilayeli, 'Leza uyomupa musinsimi kazwa akati kababunyina, musinsimi uli mbuli ndime.'
ACT 7:38	<p-n>@Nchito 7:38</p-n>	Oyu ngomwalumi wakali mukwiizya amungelo wakali kwambula awe atala achilundu cha Sinayi, iwakali aamwi abamataata, iwakatambula imajwi apona kuti atwambile iswebo. 
ACT 7:39	<p-n>@Nchito 7:39</p-n>	''Pesi bamataata bakakaka kumuswilizya; bakamutontela kule kuzwa kulimbabo, mpawo mumyoyo yabo bakabweda ku Ijiputi. 
ACT 7:40	<p-n>@Nchito 7:40</p-n>	Echo chindi bakambila Aaloni kuti tupangile baleza batatuzulwide. Oyu Mozesi, wakatugwisya mu Ijiputi tatuzi pe ichachitika kulinguwe.'
ACT 7:41	<p-n>@Nchito 7:41</p-n>	Lino bakapanga kanamani kumazuba ayo baleta chipayizyo kuli nkako, mpawo bakakondwa nkambo kamilimo yamaboko abo. 
ACT 7:42	<p-n>@Nchito 7:42</p-n>	Pesi Leza wakachengunuka mpawo wakapeda kukomba nyenyezi zyamulengalenga, mbuli mbukulembedwe mubbuku lyabasinsimi kuti, ''Mwakandipana zipayizyo zyamitumba yabanyama kwaminyaka iili makumi aane munkanda, inywebo nobana ba Izilayeli?
ACT 7:43	<p-n>@Nchito 7:43</p-n>	Mwakatambula chikombelo cha Moleki antomwe anyenyeezi yaleza waLafani, azikozyanio nzimwakapanga kuti muzikombe: alimwi Ndiyomubweza nkamwiinzye mu Bbabbiloni.'
ACT 7:44	<p-n>@Nchito 7:44</p-n>	Bamataata bakalijisi idumba lyabukamboni munkanda, mbuli Leza mbwakalayilila nakaambula a Mozesi kuti welede kuchita mbuli mabambilo ngaakabona. 
